Country,Id,Year,Quality,Pop,N,Fertility,Birth,Mortality,X,K,D,Delta,d,k,x,rho,x_fc,rho_fc,ws,w,v,i,c,gX,chi,gamma,B,a,o,b,YPop,YL,KL
Congo Republicof,COG,1995,C,2650,2030935,5.018,36.653,11.563,5764426103,5160816341,539830121,10.46,265.8,2541.1,2838.3,1.117,2965,1.1841,,,,225,2613.3,1.357,-2.87,-2.35,427000000,0.08274,0.07408,210.2,2175255.133,2838.311469,2541.10365
Congo Republicof,COG,1996,C,2731,2099749,4.959,36.396,11.862,6035201678,5179817220,569430861,10.99,271.2,2466.9,2874.2,1.1651,2953.9,1.176,,,,280.2,2594,3.565,0.787,-0.124,468000000,0.09035,0.07755,222.9,2209887.103,2874.249102,2466.874479
Congo Republicof,COG,1997,C,2802,2203862,4.912,36.221,12.143,6438584353,5484342754,595929587,10.87,270.4,2488.5,2921.5,1.174,2941,1.1693,,,,408.6,2512.9,3.787,1.346,-0.069,639000000,0.11651,0.09925,289.9,2297853.088,2921.50069,2488.514596
Congo Republicof,COG,1998,C,2880,2281123,4.876,36.137,12.396,6984589267,5513836332,627148211,11.37,274.9,2417.2,3061.9,1.2667,2926.2,1.1635,,,,287.9,2774,5.455,4.266,1.875,212000000,0.03845,0.03035,92.9,2425204.607,3061.908221,2417.158712
Congo Republicof,COG,1999,C,2972,2309445,4.849,36.136,12.61,6820625933,5560355129,642260182,11.55,278.1,2407.7,2953.4,1.2267,2909.7,1.158,,,,298.2,2655.1,5.661,4.488,2.816,224000000,0.04029,0.03284,97,2294961.619,2953.361493,2407.658606
Congo Republicof,COG,2000,C,3104,2410033,4.828,36.187,12.779,7186897704,5631683856,636392857,11.3,264.1,2336.8,2982.1,1.2762,2891.6,1.1527,,,,293.7,2688.4,4.411,2.665,0.988,286000000,0.05078,0.03979,118.7,2315366.528,2982.074396,2336.766283
Congo Republicof,COG,2001,C,3240,2508312,4.807,36.25,12.902,7130176956,5734776868,612896480,10.69,244.3,2286.3,2842.6,1.2433,2872.3,1.1471,,,,285.4,2557.2,3.335,1.299,-0.221,235000000,0.04098,0.03296,93.7,2200671.9,2842.619641,2286.309226
Congo Republicof,COG,2002,C,3330,2544117,4.78,36.277,12.986,7158697780,5975533233,620020471,10.38,243.7,2348.8,2813.8,1.198,2852,1.1412,,,,338.3,2475.5,2.12,0.405,-0.751,193000000,0.0323,0.02696,75.9,2149759.093,2813.824121,2348.765105
Congo Republicof,COG,2003,C,3414,2612560,4.742,36.227,13.038,7049968714,6167079900,643564856,10.44,246.3,2360.6,2698.5,1.1432,2831.2,1.1348,,,,319.7,2378.8,0.186,-2.053,-2.527,296000000,0.048,0.04199,113.3,2065017.198,2698.490643,2360.550533
Congo Republicof,COG,2004,C,3504,2679300,4.692,36.08,13.058,7293350291,6320182672,668457373,10.58,249.5,2358.9,2722.1,1.154,2810,1.128,,,,306.6,2415.5,1.34,-1.221,-1.631,519000000,0.08212,0.07116,193.7,2081435.585,2722.110361,2358.893245
Congo Republicof,COG,2005,C,3604,2766597,4.627,35.823,13.049,7886634254,6479472994,753493785,11.63,272.4,2342,2850.7,1.2172,2788.7,1.1208,,,,329.9,2520.7,1.858,-0.946,-0.901,438000000,0.0676,0.05554,158.3,2188300.292,2850.662476,2342.037165
Congo Republicof,COG,2006,C,3704,2880379,4.548,35.457,13.012,8216783836,6880685483,790388117,11.49,274.4,2388.8,2852.7,1.1942,2767.2,1.1131,,,,413.7,2439,2.837,-0.807,0.071,399000000,0.05799,0.04856,138.5,2218354.167,2852.674539,2388.812543
Congo Republicof,COG,2007,C,3802,2951219,4.46,35.011,12.949,7342284738,7446132329,839025009,11.27,284.3,2523.1,2487.9,0.9861,2745.8,1.1052,,,,475.9,2012,0.506,-3.894,-2.462,434000000,0.05829,0.05911,147.1,1931163.792,2487.882037,2523.07007
Congo Republicof,COG,2008,C,3905,3015298,4.366,34.509,12.863,7825718968,7877921313,790306431,10.03,262.1,2612.7,2595.3,0.9934,2724.6,1.0973,,,,405.3,2190,2.088,-2.809,-0.78,528000000,0.06702,0.06747,175.1,2004025.344,2595.338493,2612.650993
Congo Republicof,COG,2009,,4013,3118924,4.268,33.967,12.758,8987419495,8127314709,776985490,9.56,249.1,2605.8,2881.6,1.1058,2703.6,1.0893,,,,329.1,2552.5,4.177,-0.852,1.139,,0,0,0,2239576.251,2881.576946,2605.80723
Costa Rica,CRI,1963,C,1393,428318,7.085,43.388,9.94,7175139720,6137453568,,,,14329.2,16751.9,1.1691,17594.7,1.251,0.4135,6926.1,68.572,2225.3,14526.6,4.925,,1.629,164000000,0.02672,0.02286,382.9,5150854.07,16751.89864,14329.19832
Costa Rica,CRI,1964,C,1440,442629,6.886,42.141,9.548,7514721911,6374716562,603803000,9.47,1364.1,14402,16977.5,1.1788,18088.3,1.2329,0.4649,7892.1,63.084,1900.2,15077.3,5.152,,1.763,184000000,0.02886,0.02449,415.7,5218556.883,16977.47303,14401.94059
Costa Rica,CRI,1965,C,1488,457144,6.631,40.652,9.151,8338671745,6853427428,645071252,9.41,1411.1,14991.9,18240.8,1.2167,18571.4,1.2147,0.4686,8546.7,64.662,2458.3,15782.5,5.702,,2.203,231000000,0.03371,0.0277,505.3,5603946.065,18240.79884,14991.83502
Costa Rica,CRI,1966,C,1538,472704,6.328,38.996,8.758,8864387002,7317786905,723112070,9.88,1529.7,15480.7,18752.5,1.2113,19040.6,1.1962,0.4797,8996.3,63.022,2512.1,16240.4,6.897,,3.489,271000000,0.03703,0.03057,573.3,5763580.625,18752.51109,15480.69596
Costa Rica,CRI,1967,C,1589,488088,5.997,37.284,8.38,9337314713,7809881366,776413260,9.94,1590.7,16001,19130.4,1.1956,19492.1,1.1775,0.4778,9141,62.43,2598.9,16531.5,6.529,,3.214,239000000,0.0306,0.0256,489.7,5876220.713,19130.39188,16000.96984
Costa Rica,CRI,1968,C,1638,503310,5.657,35.628,8.023,9905053283,8257458762,802594301,9.72,1594.6,16406.3,19679.8,1.1995,19922,1.1582,0.4706,9260.9,63.506,2483.9,17195.9,6.448,0.514,3.222,283000000,0.03427,0.02857,562.3,6047041.076,19679.82612,16406.30777
Costa Rica,CRI,1969,C,1687,518178,5.324,34.106,7.691,10424418937,8830616707,866530137,9.81,1672.3,17041.7,20117.4,1.1805,20325.9,1.1384,0.4709,9472.3,62.465,2778.4,17339.1,6.546,0.028,3.394,313000000,0.03544,0.03003,604,6179264.337,20117.44794,17041.66658
Costa Rica,CRI,1970,C,1736,532982,5.012,32.796,7.386,11255685921,9531563242,936438417,9.82,1757,17883.5,21118.3,1.1809,20699.1,1.1179,0.468,9882.5,62.828,3072.1,18046.2,5.999,-0.598,2.93,341000000,0.03578,0.0303,639.8,6483690.047,21118.3228,17883.46181
Costa Rica,CRI,1971,C,1786,555577,4.733,31.751,7.106,11977895195,10524897441,1029735617,9.78,1853.5,18944.1,21559.4,1.1381,21036.9,1.0968,0.479,10326.6,59.295,3641.4,17918,6.02,-1.248,2.79,417000000,0.03962,0.03481,750.6,6706548.261,21559.37916,18944.08415
Costa Rica,CRI,1972,C,1835,578276,4.488,30.955,6.843,12724049163,11337083801,1068483247,9.42,1847.7,19605,22003.4,1.1223,21334.9,1.0751,0.4753,10458.3,58.889,3252.2,18751.2,6.19,-1.264,2.798,481000000,0.04243,0.0378,831.8,6934086.737,22003.41906,19604.97029
Costa Rica,CRI,1973,C,1886,602036,4.278,30.384,6.592,13589860505,12372061030,1198998255,9.69,1991.6,20550.4,22573.2,1.0984,21589.3,1.0529,0.4516,10193.3,60.242,3710.7,18862.5,6.326,-1.761,2.743,558000000,0.0451,0.04106,926.9,7205652.442,22573.16922,20550.36747
Costa Rica,CRI,1974,C,1937,626254,4.105,30.024,6.352,14374966278,13524004026,1273603599,9.42,2033.7,21595.1,22953.9,1.0629,21796.7,1.0303,0.4514,10361.1,58.313,3873.1,19080.8,6.427,-2.098,2.638,520000000,0.03845,0.03617,830.3,7421252.596,22953.89136,21595.07808
Costa Rica,CRI,1975,C,1992,651800,3.968,29.849,6.119,14783727416,14362466132,1369792688,9.54,2101.6,22035.1,22681.4,1.0293,21955,1.0074,0.4552,10325.6,56.073,3387.9,19293.5,5.453,-2.747,1.428,556000000,0.03871,0.03761,853,7421549.908,22681.38603,22035.08152
Costa Rica,CRI,1976,C,2049,678714,3.864,29.818,5.893,15671277251,15674622796,1484294227,9.47,2186.9,23094.6,23089.7,0.9998,22063.2,0.9846,0.4635,10702.2,53.638,4120.2,18969.5,5.375,-2.591,1.371,569000000,0.0363,0.03631,838.4,7648256.345,23089.66258,23094.59183
Costa Rica,CRI,1977,C,2108,707068,3.784,29.872,5.674,17273376500,17497397874,1612413518,9.22,2280.4,24746.4,24429.6,0.9872,22120.9,0.9621,0.4482,10948.8,54.476,4858.4,19571.2,6.113,-2.566,2.092,713000000,0.04075,0.04128,1008.4,8194201.376,24429.58315,24746.41459
Costa Rica,CRI,1978,C,2192,744053,3.719,29.955,5.464,18281406395,19204999367,1712330784,8.92,2301.4,25811.3,24570,0.9519,22128.7,0.94,0.4749,11669,49.982,4596.4,19973.7,5.931,-2.863,1.695,797000000,0.0415,0.0436,1071.2,8340057.662,24570.0325,25811.33248
Costa Rica,CRI,1979,C,2260,776028,3.665,30.026,5.264,19216267647,20998761163,1943662532,9.26,2504.6,27059.3,24762.3,0.9151,22089.8,0.9188,0.4819,11933,47.412,4816.1,19946.2,5.805,-2.995,1.517,762000000,0.03629,0.03965,981.9,8502773.295,24762.33802,27059.28286
Costa Rica,CRI,1980,C,2299,798840,3.618,30.064,5.078,19383572254,22890836051,2108648721,9.21,2639.6,28655.1,24264.6,0.8468,22009.5,0.8985,0.495,12010.4,42.765,5008.2,19256.5,5.418,-3.904,1.35,672000000,0.02936,0.03467,841.2,8431305.896,24264.64906,28655.09495
Costa Rica,CRI,1981,C,2357,827701,3.577,30.067,4.911,18206726685,23156374351,2219917478,9.59,2682,27976.7,21996.7,0.7863,21895.9,0.8796,0.434,9547.1,44.5,3002.8,18993.9,2.999,-4.805,-0.97,614000000,0.02652,0.03372,741.8,7724534.02,21996.74361,27976.7384
Costa Rica,CRI,1982,C,2424,857694,3.544,30.045,4.765,16869453499,22796801096,2210097908,9.69,2576.8,26579.2,19668.4,0.74,21759.5,0.8623,0.391,7690,45.067,2157.6,17510.8,-0.473,-5.765,-4.336,569000000,0.02496,0.03373,663.4,6959345.503,19668.38231,26579.17753
Costa Rica,CRI,1983,C,2494,873560,3.517,29.997,4.641,17392781393,22995035093,2267437436,9.86,2595.6,26323.4,19910.2,0.7564,21610.6,0.8467,0.4364,8688.7,42.629,2822.6,17087.7,-0.997,-4.599,-4.206,574000000,0.02496,0.033,657.1,6973849.797,19910.231,26323.36084
Costa Rica,CRI,1984,C,2568,881801,3.491,29.9,4.539,18587163905,23374661463,2356323346,10.08,2672.2,26507.9,21078.6,0.7952,21457.8,0.8328,0.4505,9495.1,43.699,3102.7,17976,-0.666,-2.81,-3.221,546000000,0.02336,0.02938,619.2,7237992.175,21078.63782,26507.86454
Costa Rica,CRI,1985,C,2644,934131,3.463,29.721,4.455,18974943664,23805789476,2517395401,10.57,2694.9,25484.4,20312.9,0.7971,21307.6,0.8205,0.4667,9480.4,42.506,3156.4,17156.5,-0.426,-1.21,-3.555,618000000,0.02596,0.03257,661.6,7176605.017,20312.93648,25484.42293
Costa Rica,CRI,1986,C,2723,956026,3.427,29.421,4.386,20029843497,25137861401,2538284130,10.1,2655,26294.1,20951.1,0.7968,21166.3,0.8098,0.4569,9573,43.273,4048.4,16902.8,1.909,0.267,-0.974,711000000,0.02828,0.0355,743.7,7355800.036,20951.14934,26294.11899
Costa Rica,CRI,1987,C,2800,1048991,3.38,28.987,4.327,20567949978,26383279707,2757319600,10.45,2628.5,25151.1,19607.4,0.7796,21039.3,0.8005,0.4712,9238.5,41.226,3815.8,15791.6,3.965,1.042,-0.062,752000000,0.0285,0.03656,716.9,7345696.421,19607.36553,25151.10207
Costa Rica,CRI,1988,C,2875,1081804,3.323,28.419,4.273,21065547347,27198337397,2901913182,10.67,2682.5,25141.6,19472.6,0.7745,20931.6,0.7925,0.4757,9262.2,40.612,3435.9,16036.7,3.832,0.474,-0.444,802000000,0.02949,0.03807,741.4,7327146.903,19472.60996,25141.64987
Costa Rica,CRI,1989,C,2951,1106267,3.254,27.73,4.223,21935467515,28290371066,2903265056,10.26,2624.4,25572.8,19828.4,0.7754,20846.9,0.7855,0.4907,9730.1,39.488,3611.5,16216.9,3.313,-0.505,-1.223,811000000,0.02867,0.03697,733.1,7433231.96,19828.36649,25572.8238
Costa Rica,CRI,1990,C,3027,1145322,3.175,26.946,4.173,22595048367,29391692554,3186192848,10.84,2781.9,25662.4,19728.1,0.7688,20787.5,0.7794,0.5056,9974.2,38.009,3743.5,15984.6,3.492,-0.723,-0.584,806000000,0.02742,0.03567,703.7,7464502.269,19728.1187,25662.38364
Costa Rica,CRI,1991,C,3093,1164920,3.089,26.101,4.124,22544735402,29648750190,3453557211,11.65,2964.6,25451.3,19353,0.7604,20754.4,0.774,0.4745,9182.5,39.961,3185.3,16167.7,2.366,-0.935,-1.587,910000000,0.03069,0.04036,781.2,7288954.22,19353.03317,25451.31871
Costa Rica,CRI,1992,C,3168,1180969,3.001,25.243,4.078,24427992315,30893373403,3506942322,11.35,2969.5,26159.3,20684.7,0.7907,20747.9,0.7691,0.4753,9831.6,41.488,4023.4,16661.2,3.44,0.284,1.07,1034000000,0.03347,0.04233,875.6,7710856.16,20684.70241,26159.34322
Costa Rica,CRI,1993,C,3257,1234508,2.915,24.412,4.035,26186277121,32561129431,3727001803,11.45,3019,26375.8,21211.9,0.8042,20766.5,0.7644,0.4971,10545.1,40.442,4370,16841.9,4.352,0.753,1.711,1078000000,0.03311,0.04117,873.2,8039999.116,21211.91367,26375.79459
Costa Rica,CRI,1994,C,3351,1290259,2.833,23.633,3.996,27340598202,34098509857,3940273518,11.56,3053.9,26427.6,21190,0.8018,20809.1,0.7599,0.4686,9929.6,42.608,4245.4,16944.6,4.405,0.671,1.328,1437000000,0.04214,0.05256,1113.7,8158937.094,21190.00774,26427.64736
Costa Rica,CRI,1995,C,3445,1352856,2.756,22.925,3.962,28178149555,35722876240,3554744491,9.95,2627.6,26405.5,20828.6,0.7888,20874.6,0.7552,0.4612,9605.9,42.502,3828.3,17000.4,4.416,0.515,1.086,1327000000,0.03715,0.04709,980.9,8179433.833,20828.63923,26405.52745
Costa Rica,CRI,1996,C,3536,1353907,2.684,22.293,3.934,28289399029,36908174687,3451049418,9.35,2549,27260.5,20894.6,0.7665,20962.6,0.7503,0.4604,9620.6,41.357,3424.4,17470.2,4.54,0.159,1.533,1295000000,0.03509,0.04578,956.5,8000395.653,20894.63976,27260.49477
Costa Rica,CRI,1997,C,3625,1461241,2.617,21.719,3.913,29844028680,38920300260,3782144806,9.72,2588.3,26635.1,20423.8,0.7668,21072.6,0.7451,0.4558,9308.7,41.731,3965.3,16458.5,4.005,-0.614,-0.254,1360000000,0.03494,0.04557,930.7,8232835.498,20423.75534,26635.10007
Costa Rica,CRI,1998,C,3714,1539261,2.553,21.185,3.899,31938301824,42114096952,4075712243,9.68,2647.8,27360,20749.1,0.7584,21203.8,0.7395,0.4561,9463.3,41.249,4722.7,16026.4,3.971,-1.174,-0.441,1450000000,0.03443,0.0454,942,8599435.063,20749.11391,27359.94542
Costa Rica,CRI,1999,C,3800,1568048,2.491,20.686,3.892,34074635636,43905218670,4341296243,9.89,2768.6,27999.9,21730.6,0.7761,21354.9,0.7335,0.4296,9334.4,44.272,3910.9,17819.7,4.404,-0.652,0.504,1506000000,0.0343,0.0442,960.4,8967009.378,21730.6075,27999.92007
Costa Rica,CRI,2000,C,3883,1579853,2.429,20.204,3.893,34712967257,45179039790,4770192274,10.56,3019.4,28597,21972.3,0.7683,21524.4,0.7271,0.4487,9860,42.355,3825.7,18146.6,4.171,-0.526,1.069,1493000000,0.03305,0.04301,945,8939728.884,21972.2767,28596.98959
Costa Rica,CRI,2001,C,3956,1690349,2.365,19.72,3.901,35479072416,48143634724,4979769323,10.34,2946,28481.5,20989.2,0.7369,21710.8,0.7202,0.4753,9976.9,38.665,4699.8,16289.4,4.529,-0.786,0.09,1571000000,0.03263,0.04428,929.4,8968420.732,20989.19952,28481.47615
Costa Rica,CRI,2002,C,4021,1729390,2.299,19.226,3.916,36492361583,51722699584,5138777842,9.94,2971.4,29908.1,21101.3,0.7055,21913.1,0.7129,0.479,10108.2,36.756,5041,16060.3,4.022,-1.665,0.653,1725000000,0.03335,0.04727,997.5,9075444.313,21101.29097,29908.05983
Costa Rica,CRI,2003,C,4084,1765267,2.232,18.721,3.936,38421066117,54559456728,5482186676,10.05,3105.6,30907.2,21765,0.7042,22129.9,0.7054,0.4733,10302.4,37.087,4712.6,17052.4,3.696,-1.482,0.956,1807000000,0.03312,0.04703,1023.6,9407704.73,21765.01692,30907.19802
Costa Rica,CRI,2004,C,4147,1777659,2.164,18.213,3.961,39903763512,57981957464,5824158082,10.04,3276.3,32617,22447.4,0.6882,22358.5,0.6976,0.465,10438.5,36.818,5201.6,17245.8,3.158,-2.404,0.649,1890000000,0.0326,0.04736,1063.2,9622320.596,22447.36674,32617.0303
Costa Rica,CRI,2005,C,4209,1875675,2.099,17.726,3.991,41875613949,62206859819,5928429014,9.53,3160.7,33165.1,22325.6,0.6732,22596.2,0.6896,0.4693,10478,35.723,5413.2,16912.5,3.752,-2.645,0.319,1893000000,0.03043,0.04521,1009.2,9949064.849,22325.62355,33165.05248
Costa Rica,CRI,2006,C,4270,1923513,2.043,17.294,4.026,45231127943,67157055959,6635374017,9.88,3449.6,34913.8,23514.9,0.6735,22840.4,0.6815,0.4653,10941.7,36.012,6023.1,17491.7,4.857,-1.8,2.272,2028000000,0.0302,0.04484,1054.3,10592770.01,23514.8543,34913.75206
Costa Rica,CRI,2007,C,4331,1996862,1.997,16.941,4.064,48564134980,71357397684,7207824499,10.1,3609.6,35734.8,24320.2,0.6806,23087.9,0.6733,0.4684,11391.9,36.179,5713,18607.2,5.716,-0.72,2.839,2214000000,0.03103,0.04559,1108.7,11213145.92,24320.22592,35734.76669
Costa Rica,CRI,2008,C,4393,2052324,1.964,16.677,4.106,50118422043,77242280756,7628585670,9.88,3717,37636.5,24420.3,0.6488,23336.6,0.665,0.4813,11752.5,33.658,6584.5,17835.9,5.316,-1.637,2.302,2186000000,0.0283,0.04362,1065.1,11408700.67,24420.32644,37636.49441
Cote d`Ivoire,CIV,1973,C,6465,2393375,7.94,51.966,16.609,9577108315,8938216710,,,,3734.6,4001.5,1.0715,4055.8,0.8363,0.3588,1435.9,68.698,679.8,3321.7,6.715,,2.105,875000000,0.09789,0.09136,365.6,1481377.93,4001.507626,3734.565921
Cote d`Ivoire,CIV,1974,C,6749,2490341,7.934,51.681,15.824,10004751433,9697235173,874009603,9.01,351,3893.9,4017.4,1.0317,4133.2,0.8541,0.3192,1282.2,70.243,655.7,3361.7,6.212,,1.725,971000000,0.10013,0.09705,389.9,1482405.013,4017.422286,3893.938691
Cote d`Ivoire,CIV,1975,C,7031,2585901,7.917,51.348,15.099,10845978736,10512155289,979809591,9.32,378.9,4065.2,4194.3,1.0318,4202.7,0.872,0.3416,1432.8,67.931,694,3500.2,6.133,,1.831,1088000000,0.1035,0.10031,420.7,1542594.046,4194.274543,4065.180875
Cote d`Ivoire,CIV,1976,C,7335,2688768,7.886,50.953,14.457,12192430997,11594256540,997475952,8.6,371,4312.1,4534.6,1.0516,4263.7,0.8907,0.3272,1483.9,70.746,773.4,3761.1,6.671,,2.554,1081000000,0.09324,0.08866,402,1662226.448,4534.579033,4312.107456
Cote d`Ivoire,CIV,1977,C,7642,2792446,7.84,50.485,13.901,13095597358,13090213337,1162191059,8.88,416.2,4687.7,4689.7,1.0004,4315.2,0.9105,0.2864,1343,71.392,951.9,3737.7,7.127,,3.178,1106000000,0.08449,0.08446,396.1,1713634.828,4689.651065,4687.722999
Cote d`Ivoire,CIV,1978,C,7954,2896886,7.778,49.943,13.43,14174534481,14917615311,1380474893,9.25,476.5,5149.5,4893,0.9502,4356.9,0.9323,0.3251,1590.6,64.131,1107.4,3785.7,7.841,-2.403,4.023,1314000000,0.08808,0.0927,453.6,1782063.676,4893.024607,5149.534815
Cote d`Ivoire,CIV,1979,C,8271,3002256,7.701,49.329,13.043,14491889090,16498604721,1504616879,9.12,501.2,5495.4,4827,0.8784,4388.6,0.9569,0.3335,1609.8,58.544,1027.8,3799.2,7.411,-3.218,3.672,1479000000,0.08964,0.10206,492.6,1752132.643,4826.999793,5495.402364
Cote d`Ivoire,CIV,1980,C,8593,3108922,7.608,48.648,12.734,13266900535,17475989792,1630432174,9.33,524.4,5621.2,4267.4,0.7592,4410.6,0.9851,0.3476,1483.2,49.529,838.8,3428.5,4.03,-6.136,0.346,1697000000,0.0971,0.12791,545.8,1543919.532,4267.363586,5621.237777
Cote d`Ivoire,CIV,1981,C,8922,3225561,7.501,47.904,12.488,13656645893,18416810941,1688244743,9.17,523.4,5709.6,4233.9,0.7415,4423.8,1.0177,0.3429,1451.8,48.725,815.1,3418.8,2.268,-6.987,-1.372,1218000000,0.06614,0.08919,377.6,1530670.914,4233.882383,5709.645839
Cote d`Ivoire,CIV,1982,C,9260,3351917,7.382,47.117,12.284,15442725475,18898927980,1751247069,9.27,522.5,5638.2,4607.1,0.8171,4428.9,1.0552,0.3475,1600.8,53.32,666.3,3940.8,3.297,-4.048,-0.355,1666000000,0.08815,0.10788,497,1667680.937,4607.132419,5638.244616
Cote d`Ivoire,CIV,1983,C,9606,3489018,7.253,46.307,12.103,15157710659,18735262721,1823502523,9.73,522.6,5369.8,4344.4,0.809,4426.5,1.0978,,,,475.7,3868.7,1.341,-3.216,-2.378,1320000000,0.07046,0.08708,378.3,1577941.98,4344.405979,5369.781045
Cote d`Ivoire,CIV,1984,C,9963,3632420,7.117,45.492,11.935,15365087621,17559406825,1847011319,10.52,508.5,4834.1,4230,0.875,4417.1,1.1457,,,,184.8,4045.2,1.17,-0.076,-2.641,1474000000,0.08394,0.09593,405.8,1542214.957,4229.986516,4834.079436
Cote d`Ivoire,CIV,1985,C,10332,3771366,6.977,44.688,11.771,16690804063,16958569611,1816816914,10.71,481.7,4496.7,4425.7,0.9842,4401.4,1.1985,,,,322.4,4103.2,4.592,5.193,0.728,1998000000,0.11782,0.11971,529.8,1615447.548,4425.665412,4496.665031
Cote d`Ivoire,CIV,1986,C,10712,3916382,6.834,43.912,11.609,17496646422,16668069763,1775115976,10.65,453.3,4256,4467.6,1.0497,4379.9,1.2557,,,,379.1,4088.5,4.956,6.951,1.074,1627000000,0.09761,0.09299,415.4,1633368.785,4467.553579,4255.986715
Cote d`Ivoire,CIV,1987,C,11105,4074204,6.689,43.169,11.454,17557628949,16025476233,1819997463,11.36,446.7,3933.4,4309.5,1.0956,4352.9,1.3166,,,,289,4020.5,2.567,5.866,-1.336,2095000000,0.13073,0.11932,514.2,1581056.186,4309.4624,3933.400545
Cote d`Ivoire,CIV,1988,C,11512,4234550,6.543,42.464,11.313,17720970950,15320528808,1769521998,11.55,417.9,3618,4184.9,1.1567,4320.9,1.3801,,,,251.4,3933.5,3.125,7.149,-0.748,2498000000,0.16305,0.14096,589.9,1539347.72,4184.853396,3617.982739
Cote d`Ivoire,CIV,1989,C,11931,4404859,6.399,41.805,11.188,20380742919,13888971429,1740568906,12.53,395.1,3153.1,4626.9,1.4674,4284.6,1.4452,0.3218,1489,99.516,70.2,4556.7,5.65,10.34,1.794,2324000000,0.16733,0.11403,527.6,1708217.494,4626.877482,3153.102387
Cote d`Ivoire,CIV,1990,C,12491,4634142,6.257,41.188,11.084,20207967957,12622009187,1731062331,13.71,373.5,2723.7,4360.7,1.601,4244.1,1.5104,0.3255,1419.4,107.987,100.1,4260.5,3.824,9.731,-0.296,1581000000,0.12526,0.07824,341.2,1617802.254,4360.670855,2723.699271
Cote d`Ivoire,CIV,1991,C,13040,4859202,6.117,40.608,11.008,20209924749,11958215255,1850078954,15.47,380.7,2460.9,4159.1,1.69,4200.2,1.5742,0.3222,1339.9,114.557,244.1,3915,2.883,9.525,-1.431,1537000000,0.12853,0.07605,316.3,1549840.855,4159.103645,2460.942199
Cote d`Ivoire,CIV,1992,C,13422,5027784,5.977,40.054,10.962,20210676152,10777604335,1962777042,18.21,390.4,2143.6,4019.8,1.8752,4153.8,1.6356,0.3259,1310.1,126.41,155.6,3864.2,2.814,10.749,-1.392,1261000000,0.117,0.06239,250.8,1505787.226,4019.798017,2143.609259
Cote d`Ivoire,CIV,1993,C,13861,5220847,5.84,39.523,10.948,19955048582,10281905312,1856416921,18.06,355.6,1969.4,3822.2,1.9408,4105.5,1.6932,0.3224,1232.1,131.517,260.6,3561.6,2.375,10.351,-1.813,1607000000,0.15629,0.08053,307.8,1439654.324,3822.186052,1969.394106
Cote d`Ivoire,CIV,1994,C,14380,5446074,5.706,39.02,10.967,20098544817,10454119337,1683407669,16.1,309.1,1919.6,3690.5,1.9225,4056,1.7461,0.2485,917,144.483,340.7,3349.7,-0.279,5.403,-4.523,1432000000,0.13698,0.07125,262.9,1397673.492,3690.464877,1919.569829
Cote d`Ivoire,CIV,1995,C,14846,5650988,5.581,38.562,11.021,21407884344,10901795106,1714692932,15.73,303.4,1929.2,3788.3,1.9637,4005.6,1.7937,0.2136,809.2,154.425,382.7,3405.7,1.154,4.084,-2.814,1945000000,0.17841,0.09085,344.2,1441996.79,3788.343621,1929.183907
Cote d`Ivoire,CIV,1996,C,15281,5844306,5.469,38.173,11.114,23164324377,10858847445,1597614401,14.71,273.4,1858,3963.6,2.1332,3954.4,1.8354,0.2377,942.1,162.618,266,3697.6,2.729,4.658,-0.963,2285000000,0.21043,0.09864,391,1515890.608,3963.571445,1858.021713
Cote d`Ivoire,CIV,1997,C,15686,6016283,5.371,37.862,11.239,23737295217,11309603404,1420955482,12.56,236.2,1879.8,3945.5,2.0989,3902.1,1.871,0.2403,948.2,159.448,311.1,3634.4,3.217,2.253,-0.373,2229000000,0.19709,0.0939,370.5,1513279.052,3945.508417,1879.832349
Cote d`Ivoire,CIV,1998,C,16045,6176497,5.289,37.628,11.383,24880161756,12426254009,1150097618,9.26,186.2,2011.9,4028.2,2.0022,3848.4,1.9002,0.2148,865.2,157.217,367,3661.2,4.412,0.623,1.05,1885000000,0.15169,0.07576,305.2,1550648.91,4028.19944,2011.861094
Cote d`Ivoire,CIV,1999,C,16457,6370103,5.22,37.457,11.532,25678881376,12440951448,1377087487,11.07,216.2,1953,4031.2,2.0641,3793.2,1.9235,0.2244,904.4,160.097,218.5,3812.7,4.9,1.42,1.766,1709000000,0.13737,0.06655,268.3,1560362.24,4031.156384,1953.022023
Cote d`Ivoire,CIV,2000,C,16885,6573247,5.162,37.326,11.663,25499445133,11381769331,1426581363,12.53,217,1731.5,3879.3,2.2404,3736.5,1.9409,0.2318,899.1,172.11,55.9,3823.4,3.498,2.636,0.474,1852000000,0.16272,0.07263,281.7,1510183.307,3879.276883,1731.529232
Cote d`Ivoire,CIV,2001,C,17311,6748352,5.109,37.201,11.755,24958586497,11934374916,1303705664,10.92,193.2,1768.5,3698.5,2.0913,3678.6,1.9531,,,,275.1,3423.4,1.492,-0.397,-1.385,2107000000,0.17655,0.08442,312.2,1441776.125,3698.471345,1768.487316
Cote d`Ivoire,CIV,2002,C,17688,6907437,5.056,37.05,11.792,24319877724,12159705968,1296135197,10.66,187.6,1760.4,3520.8,2,3619.7,1.9606,,,,220.3,3300.6,0.485,-0.965,-2.278,1987000000,0.16341,0.0817,287.7,1374936.552,3520.825123,1760.378845
