BLcode,country,year,sex,agefrom,ageto,lu,lp,lpc,ls,lsc,lh,lhc,yr_sch,yr_sch_pri,yr_sch_sec,yr_sch_ter,pop,WBcode,region_code
134,Papua New Guinea,1990,MF,15,999,55.7,30.8,21.4,12.8,5.7,0.7,0.4,3.0668,2.3753,0.6696,0.0219,2414,PNG,East Asia and the Pacific
134,Papua New Guinea,1995,MF,15,999,50.4,38,28.8,10.4,4.8,1.2,0.6,3.3274,2.7032,0.5877,0.0365,2727,PNG,East Asia and the Pacific
134,Papua New Guinea,2000,MF,15,999,44.9,45,32.1,8.8,4.1,1.3,0.6,3.4697,2.9171,0.5137,0.0389,3096,PNG,East Asia and the Pacific
134,Papua New Guinea,2005,MF,15,999,40.2,49.9,42.5,8.6,4.2,1.3,0.6,3.909,3.3675,0.5053,0.0361,3515,PNG,East Asia and the Pacific
134,Papua New Guinea,2010,MF,15,999,38.4,51.6,46.1,8.9,4.4,1.1,0.5,4.0704,3.5301,0.5097,0.0306,4054,PNG,East Asia and the Pacific
98,Philippines,1950,MF,15,999,46.8,40.7,10,10,5.6,2.5,1.5,2.7653,2.2725,0.4128,0.08,11280,PHL,East Asia and the Pacific
98,Philippines,1955,MF,15,999,27.2,54.5,14.1,12.9,7.2,5.4,3,3.9409,3.1545,0.6172,0.1693,12762,PHL,East Asia and the Pacific
98,Philippines,1960,MF,15,999,26,53.4,16.4,14.3,7.9,6.3,3.5,4.223,3.3314,0.6957,0.1959,14648,PHL,East Asia and the Pacific
98,Philippines,1965,MF,15,999,21,54.7,18.1,15.8,8.7,8.5,4.8,4.7431,3.6448,0.8313,0.2669,16973,PHL,East Asia and the Pacific
98,Philippines,1970,MF,15,999,14.9,55.7,20,18.8,10,10.7,7.7,5.4056,4.0361,1.0015,0.3679,19983,PHL,East Asia and the Pacific
98,Philippines,1975,MF,15,999,10.2,53.9,23,23.2,11.9,12.7,6.1,6.0449,4.46,1.2088,0.3761,23445,PHL,East Asia and the Pacific
98,Philippines,1980,MF,15,999,8.6,48.9,22.8,26.2,13.1,16.3,8.2,6.6313,4.7027,1.4381,0.4906,27353,PHL,East Asia and the Pacific
98,Philippines,1985,MF,15,999,7.1,45.9,22.7,30,14.6,16.8,10,6.9559,4.8603,1.5607,0.5349,31438,PHL,East Asia and the Pacific
98,Philippines,1990,MF,15,999,5.2,41.4,21.5,34.2,16.6,18.8,12.8,7.4658,5.0676,1.7672,0.6311,36099,PHL,East Asia and the Pacific
98,Philippines,1995,MF,15,999,5.3,36.7,20.1,35.4,17.6,22.5,16.8,7.9247,5.1773,1.9604,0.7869,41428,PHL,East Asia and the Pacific
98,Philippines,2000,MF,15,999,5.4,33.3,19.1,35.5,17.9,25.8,20.5,8.2745,5.2503,2.099,0.9252,47338,PHL,East Asia and the Pacific
98,Philippines,2005,MF,15,999,4.7,29,17.5,39.1,20.2,27.2,21.7,8.6222,5.371,2.2741,0.9771,53869,PHL,East Asia and the Pacific
98,Philippines,2010,MF,15,999,4.2,24.8,15.6,42.1,21.3,29,22.9,8.9715,5.4748,2.4599,1.0369,60835,PHL,East Asia and the Pacific
92,Republic of Korea,1950,MF,15,999,27.8,63.5,54,7.1,3.7,1.5,0.7,4.5056,4.043,0.4168,0.0458,11003,KOR,East Asia and the Pacific
92,Republic of Korea,1955,MF,15,999,22.8,62.7,54.7,12.7,6.5,1.8,0.9,5.1273,4.3899,0.684,0.0534,12993,KOR,East Asia and the Pacific
92,Republic of Korea,1960,MF,15,999,42.6,36.9,32.5,17.8,8.7,2.6,1.4,4.3375,3.3069,0.9505,0.08,14518,KOR,East Asia and the Pacific
92,Republic of Korea,1965,MF,15,999,31.7,39.6,37.7,24.8,10.9,4,2.1,5.4713,4.0421,1.3071,0.1221,16194,KOR,East Asia and the Pacific
92,Republic of Korea,1970,MF,15,999,24.3,39.1,37.6,30.8,13.4,5.8,3.1,6.3432,4.4932,1.6717,0.1784,18495,KOR,East Asia and the Pacific
92,Republic of Korea,1975,MF,15,999,17.2,36.4,35.1,39.8,18.5,6.6,3.5,7.2771,4.9307,2.1455,0.2009,21962,KOR,East Asia and the Pacific
92,Republic of Korea,1980,MF,15,999,13.1,28,27.1,49.8,26.1,9.1,4.8,8.2916,5.1896,2.8244,0.2776,25163,KOR,East Asia and the Pacific
92,Republic of Korea,1985,MF,15,999,10.9,20.9,20.2,54.7,31.9,13.5,6.9,9.1445,5.3268,3.4091,0.4086,28577,KOR,East Asia and the Pacific
92,Republic of Korea,1990,MF,15,999,11.4,22,21,47.8,31.4,18.8,9.2,9.3477,5.283,3.5042,0.5605,31793,KOR,East Asia and the Pacific
92,Republic of Korea,1995,MF,15,999,6.7,13.9,13.2,57.2,42.9,22.2,10.5,10.5663,5.577,4.335,0.6543,34487,KOR,East Asia and the Pacific
92,Republic of Korea,2000,MF,15,999,5.9,11.8,11.4,52,39,30.2,13.7,11.0547,5.6313,4.5448,0.8786,37028,KOR,East Asia and the Pacific
92,Republic of Korea,2005,MF,15,999,4.8,10.4,10.1,49.5,38.7,35.2,15.2,11.4672,5.7007,4.7586,1.0079,38925,KOR,East Asia and the Pacific
92,Republic of Korea,2010,MF,15,999,3.6,9.4,9.2,46.8,37.8,40.1,16.2,11.8479,5.7745,4.947,1.1264,40868,KOR,East Asia and the Pacific
100,Singapore,1950,MF,15,999,61.1,23,8,15,4.3,1,0.5,2.6572,1.8863,0.7414,0.0295,609,SGP,East Asia and the Pacific
100,Singapore,1955,MF,15,999,56.1,25.1,9,17.7,5.4,1.1,0.6,3.0722,2.1521,0.8855,0.0346,766,SGP,East Asia and the Pacific
100,Singapore,1960,MF,15,999,49.4,27.2,10,21.8,6.9,1.5,0.8,3.6689,2.5181,1.1035,0.0472,928,SGP,East Asia and the Pacific
100,Singapore,1965,MF,15,999,43,28.3,11,26.7,8.7,2,1,4.3189,2.8985,1.3598,0.0606,1059,SGP,East Asia and the Pacific
100,Singapore,1970,MF,15,999,34.3,29.6,12.3,34.2,11.3,1.9,1,5.1878,3.4209,1.709,0.0579,1271,SGP,East Asia and the Pacific
100,Singapore,1975,MF,15,999,32.4,36.2,16.2,28.7,9.2,2.7,1.3,5.0253,3.454,1.4926,0.0788,1522,SGP,East Asia and the Pacific
100,Singapore,1980,MF,15,999,29.8,38.5,18.4,28.4,10.5,3.2,1.6,5.2439,3.6059,1.5412,0.0968,1762,SGP,East Asia and the Pacific
100,Singapore,1985,MF,15,999,19.5,45.1,22.4,31.9,11.5,3.4,1.9,5.966,4.1477,1.7128,0.1055,2052,SGP,East Asia and the Pacific
100,Singapore,1990,MF,15,999,10.2,49.7,26,36.7,9.5,3.3,1.8,6.6317,4.672,1.8569,0.1028,2368,SGP,East Asia and the Pacific
100,Singapore,1995,MF,15,999,9.5,43.3,23.2,38.6,11.2,8.5,5,7.3714,4.8236,2.2783,0.2695,2700,SGP,East Asia and the Pacific
100,Singapore,2000,MF,15,999,9.1,37,20.3,40.4,13.6,13.5,8,8.0758,4.9517,2.6958,0.4283,3141,SGP,East Asia and the Pacific
100,Singapore,2005,MF,15,999,8.5,35.6,20.1,38.7,16,17.2,10.2,8.4709,5.0233,2.8993,0.5483,3482,SGP,East Asia and the Pacific
100,Singapore,2010,MF,15,999,8.2,27.2,15.8,46.3,22.3,18.3,10.7,9.138,5.1652,3.3932,0.5796,3872,SGP,East Asia and the Pacific
103,Taiwan,1950,MF,15,999,41.7,38.7,31.7,16.2,7.6,3.4,1.6,4.3076,3.2879,0.9195,0.1002,4525,TWN,East Asia and the Pacific
103,Taiwan,1955,MF,15,999,37.2,40.3,33.1,19.1,8.9,3.4,1.5,4.6882,3.5494,1.0412,0.0976,5137,TWN,East Asia and the Pacific
103,Taiwan,1960,MF,15,999,33.5,42.7,34.5,20.3,9.8,3.6,1.6,4.9715,3.7486,1.1184,0.1045,5888,TWN,East Asia and the Pacific
103,Taiwan,1965,MF,15,999,28.2,45.1,37.2,22.3,11.1,4.5,1.9,5.4711,4.0749,1.2698,0.1263,6961,TWN,East Asia and the Pacific
103,Taiwan,1970,MF,15,999,23.6,43.8,36.9,27.1,13.9,5.6,2.2,6.1017,4.3799,1.5663,0.1556,8853,TWN,East Asia and the Pacific
103,Taiwan,1975,MF,15,999,19.6,40.4,34.6,33.5,19.5,6.5,2.5,6.8107,4.6509,1.98,0.1798,10446,TWN,East Asia and the Pacific
103,Taiwan,1980,MF,15,999,15.7,35.5,30.8,38.8,22.3,9.9,3.6,7.6078,4.911,2.427,0.2698,12092,TWN,East Asia and the Pacific
103,Taiwan,1985,MF,15,999,12.4,31.9,25.7,44.1,24.8,11.7,4.3,8.1671,5.0771,2.7696,0.3205,13598,TWN,East Asia and the Pacific
103,Taiwan,1990,MF,15,999,9.5,28.7,21,46.7,27,15.2,5.4,8.7407,5.2059,3.1226,0.4122,14876,TWN,East Asia and the Pacific
103,Taiwan,1995,MF,15,999,6.9,24.5,15.6,49.7,29.1,19,6.3,9.334,5.3248,3.5031,0.5061,16280,TWN,East Asia and the Pacific
103,Taiwan,2000,MF,15,999,4.9,20.5,15.6,51.1,31.4,23.5,7.3,10.0679,5.5628,3.8882,0.6169,17574,TWN,East Asia and the Pacific
103,Taiwan,2005,MF,15,999,3.2,16.6,14.4,48.1,33,32.1,9.4,10.9349,5.7448,4.3591,0.8309,18511,TWN,East Asia and the Pacific
103,Taiwan,2010,MF,15,999,2.4,13.4,9,46.1,32.5,38.2,10.2,11.3432,5.7273,4.6485,0.9674,19035,TWN,East Asia and the Pacific
104,Thailand,1950,MF,15,999,49.7,43.8,31.8,6,1.5,0.5,0.2,3.3525,3.1018,0.2359,0.0147,11357,THA,East Asia and the Pacific
104,Thailand,1955,MF,15,999,43.1,49.8,37.2,6.5,1.7,0.5,0.3,3.8137,3.5407,0.2568,0.0162,13048,THA,East Asia and the Pacific
104,Thailand,1960,MF,15,999,37.2,55.1,40.6,7,1.9,0.7,0.3,4.1905,3.8893,0.2819,0.0192,14797,THA,East Asia and the Pacific
104,Thailand,1965,MF,15,999,29.9,62.5,21.5,6.8,1.8,0.8,0.4,3.7815,3.475,0.2813,0.0253,17001,THA,East Asia and the Pacific
104,Thailand,1970,MF,15,999,24.9,67.2,11,6.9,2.1,1,0.6,3.6252,3.2919,0.3001,0.0332,19976,THA,East Asia and the Pacific
104,Thailand,1975,MF,15,999,19.5,69.1,5.6,9.5,2.9,2,1.3,3.9267,3.4164,0.4432,0.0671,23633,THA,East Asia and the Pacific
104,Thailand,1980,MF,15,999,14.2,70.4,3.9,12.3,4.2,3.1,2.8,4.4035,3.6775,0.6081,0.1178,28059,THA,East Asia and the Pacific
104,Thailand,1985,MF,15,999,12.7,69.6,7.3,11.8,4.9,5.8,4.9,4.8806,3.9247,0.7427,0.2133,32591,THA,East Asia and the Pacific
104,Thailand,1990,MF,15,999,11.6,68.5,17,15.1,7.1,4.8,3.8,5.4123,4.3858,0.8542,0.1724,37220,THA,East Asia and the Pacific
104,Thailand,1995,MF,15,999,12.1,64.1,24.2,18.3,8.9,5.5,4.6,5.8964,4.6568,1.0379,0.2016,41799,THA,East Asia and the Pacific
104,Thailand,2000,MF,15,999,12.8,57.5,19.6,23.9,11.5,5.7,4.9,6.1125,4.6082,1.2924,0.2119,45700,THA,East Asia and the Pacific
104,Thailand,2005,MF,15,999,12.9,52.8,27.2,25.5,12.3,8.8,7.8,6.8275,4.9543,1.5419,0.3314,48939,THA,East Asia and the Pacific
104,Thailand,2010,MF,15,999,11.7,48,27.9,27.9,14.6,12.3,11.1,7.4957,5.1491,1.8793,0.4673,51912,THA,East Asia and the Pacific
136,Tonga,1950,MF,15,999,20.3,36.5,12.9,41.5,3.8,1.7,0.8,5.9568,4.072,1.835,0.0498,23,TON,East Asia and the Pacific
136,Tonga,1955,MF,15,999,19.2,35.9,13,43.1,4,1.7,0.8,6.1207,4.16,1.9093,0.0514,28,TON,East Asia and the Pacific
136,Tonga,1960,MF,15,999,17.5,36.3,13.5,44.4,4.2,1.8,0.9,6.2821,4.2628,1.9658,0.0535,35,TON,East Asia and the Pacific
136,Tonga,1965,MF,15,999,15.8,35,13.9,47.4,4.6,1.8,0.9,6.5693,4.4194,2.0963,0.0536,41,TON,East Asia and the Pacific
136,Tonga,1970,MF,15,999,12.9,35.2,14.8,50,5.1,1.9,0.9,6.8826,4.6135,2.2136,0.0556,52,TON,East Asia and the Pacific
136,Tonga,1975,MF,15,999,9.5,30.8,13.9,57.5,6.6,2.2,1,7.5562,4.9251,2.5654,0.0657,49,TON,East Asia and the Pacific
136,Tonga,1980,MF,15,999,7.7,29.2,14.1,60.5,7.5,2.5,1.2,7.8795,5.0826,2.7225,0.0744,52,TON,East Asia and the Pacific
136,Tonga,1985,MF,15,999,7.6,28.5,14.6,61.6,8,2.4,1.2,7.8401,5.1301,2.639,0.0709,55,TON,East Asia and the Pacific
136,Tonga,1990,MF,15,999,3.9,21.9,11.9,69.1,9.9,5,2.5,8.6483,5.4633,3.0353,0.1497,57,TON,East Asia and the Pacific
136,Tonga,1995,MF,15,999,1.1,18.7,10.6,74.1,11.1,6.1,3.1,9.2129,5.6906,3.3392,0.1831,58,TON,East Asia and the Pacific
136,Tonga,2000,MF,15,999,1.1,21.6,12.6,69,11.2,8.4,4.3,9.243,5.6655,3.3251,0.2524,63,TON,East Asia and the Pacific
136,Tonga,2005,MF,15,999,1.1,25.5,15.6,63,12,10.3,5.3,9.2153,5.6309,3.2723,0.312,67,TON,East Asia and the Pacific
136,Tonga,2010,MF,15,999,1.2,24,15.2,63.7,12.8,11.1,5.8,9.3854,5.6655,3.3822,0.3378,67,TON,East Asia and the Pacific
320,Viet Nam,1950,MF,15,999,47.3,37.4,12.8,15.1,5.7,0.3,0.2,2.6717,2.0218,0.6406,0.0094,18676,VNM,East Asia and the Pacific
320,Viet Nam,1955,MF,15,999,47.3,37.8,13.1,14.5,5.5,0.3,0.2,2.6461,2.0161,0.6201,0.01,19553,VNM,East Asia and the Pacific
320,Viet Nam,1960,MF,15,999,41.9,40.3,14.3,17.3,6.6,0.5,0.3,3.0188,2.2545,0.748,0.0163,20400,VNM,East Asia and the Pacific
320,Viet Nam,1965,MF,15,999,36.8,42.2,15.8,20.4,7.7,0.7,0.4,3.4095,2.5037,0.8844,0.0214,21543,VNM,East Asia and the Pacific
320,Viet Nam,1970,MF,15,999,31.1,40.9,16.4,27.2,10.1,0.8,0.4,4.0293,2.8355,1.1693,0.0245,23979,VNM,East Asia and the Pacific
320,Viet Nam,1975,MF,15,999,25.6,39.9,17.5,33.6,12.8,1,0.5,4.6387,3.162,1.4482,0.0285,27293,VNM,East Asia and the Pacific
320,Viet Nam,1980,MF,15,999,20.5,37.7,17.9,40.9,16.7,0.9,0.4,5.2892,3.4796,1.7826,0.027,30884,VNM,East Asia and the Pacific
320,Viet Nam,1985,MF,15,999,16.2,56.8,28.7,25.4,10.9,1.6,0.8,4.7269,3.4904,1.1871,0.0494,35397,VNM,East Asia and the Pacific
320,Viet Nam,1990,MF,15,999,13.2,73.7,39.5,11.2,5.1,1.9,1,4.1447,3.4848,0.6027,0.0572,40439,VNM,East Asia and the Pacific
320,Viet Nam,1995,MF,15,999,10.2,72.7,40.9,15.1,7,2,1.1,4.5706,3.6956,0.8133,0.0617,46079,VNM,East Asia and the Pacific
320,Viet Nam,2000,MF,15,999,7.4,69.9,40.8,19.7,9.3,3,1.6,5.112,3.9018,1.1196,0.0906,52348,VNM,East Asia and the Pacific
320,Viet Nam,2005,MF,15,999,5.6,64.6,39.3,25.5,12.5,4.3,2.3,5.7474,4.088,1.5265,0.1328,59354,VNM,East Asia and the Pacific
320,Viet Nam,2010,MF,15,999,4.2,58,36.3,31.6,16.1,6.1,3.3,6.4253,4.2469,1.9909,0.1876,66119,VNM,East Asia and the Pacific
156,Albania,1950,MF,15,999,56.7,19.2,11,23.4,3.2,0.8,0.4,3.4737,2.7458,0.7035,0.0244,740,ALB,Europe and Central Asia
156,Albania,1955,MF,15,999,55.1,21.5,12.6,22.4,4.2,1,0.5,3.5764,2.83,0.7157,0.0306,839,ALB,Europe and Central Asia
156,Albania,1960,MF,15,999,33.7,30.3,20.4,34,7.5,2,1.1,5.4916,4.2927,1.1381,0.0608,948,ALB,Europe and Central Asia
156,Albania,1965,MF,15,999,31.7,30.7,21.8,35,8.8,2.6,1.4,5.7751,4.4718,1.2248,0.0784,1066,ALB,Europe and Central Asia
156,Albania,1970,MF,15,999,28.8,29,21.8,39,11.2,3.2,1.6,6.2401,4.7305,1.4136,0.096,1232,ALB,Europe and Central Asia
156,Albania,1975,MF,15,999,24.1,27.2,21.5,44.7,14,3.9,1.9,6.8962,5.1118,1.6666,0.1178,1443,ALB,Europe and Central Asia
156,Albania,1980,MF,15,999,18.9,23.4,18.2,53.4,17.9,4.3,2.1,7.6868,5.6339,1.9255,0.1273,1716,ALB,Europe and Central Asia
156,Albania,1985,MF,15,999,14.5,20.4,16,60.2,21.7,4.8,2.5,8.3802,6.0871,2.1453,0.1478,1938,ALB,Europe and Central Asia
156,Albania,1990,MF,15,999,10.3,16.9,12.7,67.4,25.1,5.4,2.9,9.0373,6.5105,2.3606,0.1662,2213,ALB,Europe and Central Asia
156,Albania,1995,MF,15,999,6,19.3,14.2,68.7,26.3,6,3.3,9.4441,6.8441,2.4135,0.1864,2138,ALB,Europe and Central Asia
156,Albania,2000,MF,15,999,1.3,19.7,13.9,73,26.6,6,3.3,9.9063,7.2337,2.486,0.1866,2143,ALB,Europe and Central Asia
156,Albania,2005,MF,15,999,0.9,13,9.8,79.5,27.9,6.6,3.6,10.2823,7.4312,2.6451,0.2059,2286,ALB,Europe and Central Asia
156,Albania,2010,MF,15,999,0.7,9.9,7.7,82,26.9,7.4,4.1,10.2618,7.053,2.9794,0.2294,2431,ALB,Europe and Central Asia
308,Armenia,1950,MF,15,999,5.9,39.7,31.7,46.3,31,8.1,4.2,6.9974,3.6028,3.1491,0.2456,902,ARM,Europe and Central Asia
308,Armenia,1955,MF,15,999,5.7,37,29.6,49,32.6,8.3,4.3,7.1928,3.6247,3.3155,0.2527,1061,ARM,Europe and Central Asia
308,Armenia,1960,MF,15,999,4.1,32.7,26.9,52.4,36.9,10.8,5.9,7.7747,3.7198,3.7208,0.3342,1150,ARM,Europe and Central Asia
308,Armenia,1965,MF,15,999,3.8,29.4,24.5,55.4,39.2,11.3,6.3,8.0301,3.7486,3.9302,0.3513,1286,ARM,Europe and Central Asia
308,Armenia,1970,MF,15,999,3.5,25,21.3,59.1,43,12.4,6.5,8.4065,3.7842,4.2444,0.3779,1531,ARM,Europe and Central Asia
308,Armenia,1975,MF,15,999,3,20.5,17.7,62.6,46.7,14,7,8.8266,3.8257,4.581,0.4198,1856,ARM,Europe and Central Asia
308,Armenia,1980,MF,15,999,2.3,16.5,14.4,66.1,51.3,15.2,7.5,9.4286,4.5163,4.459,0.4532,2156,ARM,Europe and Central Asia
308,Armenia,1985,MF,15,999,1.7,13.4,11.8,68.8,55.2,16.2,8.8,9.9791,4.9848,4.4959,0.4984,2331,ARM,Europe and Central Asia
308,Armenia,1990,MF,15,999,1.2,10.9,9.7,70.6,57.8,17.2,9.7,10.3913,5.3524,4.5023,0.5366,2468,ARM,Europe and Central Asia
308,Armenia,1995,MF,15,999,0.9,9.6,8.5,71.9,59.1,17.6,10,10.4096,5.2872,4.5704,0.552,2275,ARM,Europe and Central Asia
308,Armenia,2000,MF,15,999,0.6,7.4,6.2,75,61.8,17,9.6,10.4249,5.0216,4.8716,0.5317,2283,ARM,Europe and Central Asia
308,Armenia,2005,MF,15,999,0.5,6.6,6,75.7,62.3,17.2,9.5,10.3938,4.7879,5.073,0.5329,2388,ARM,Europe and Central Asia
308,Armenia,2010,MF,15,999,0.6,5.7,5.2,75.3,62.5,18.4,10.3,10.4287,4.6218,5.2344,0.5725,2452,ARM,Europe and Central Asia
150,Bulgaria,1950,MF,15,999,17.6,67.1,20.9,12.6,4.8,2.7,1.7,5.1785,4.7466,0.3426,0.0893,5309,BGR,Europe and Central Asia
150,Bulgaria,1955,MF,15,999,14.6,62,25.9,20.6,7.9,2.8,2,5.9939,5.3858,0.5117,0.0964,5507,BGR,Europe and Central Asia
150,Bulgaria,1960,MF,15,999,11.6,63.9,28.3,20.3,7.8,4.3,2.9,6.3548,5.659,0.5516,0.1442,5817,BGR,Europe and Central Asia
150,Bulgaria,1965,MF,15,999,9.4,71.8,34.9,14.5,5.5,4.3,3.1,6.3499,5.773,0.4291,0.1478,6221,BGR,Europe and Central Asia
150,Bulgaria,1970,MF,15,999,7.4,62.2,39.4,23.7,9.1,6.7,4.2,7.4113,6.4988,0.6936,0.2189,6552,BGR,Europe and Central Asia
150,Bulgaria,1975,MF,15,999,6.5,60,42.1,25.2,10,8.3,5.2,7.8084,6.7639,0.7752,0.2693,6801,BGR,Europe and Central Asia
150,Bulgaria,1980,MF,15,999,5.7,54.5,40.3,29.7,12.6,10.1,6.3,8.2457,6.9792,0.9377,0.3287,6901,BGR,Europe and Central Asia
150,Bulgaria,1985,MF,15,999,4.9,48.6,37.3,34.3,15.1,12.2,7.6,8.6649,7.159,1.1086,0.3972,7054,BGR,Europe and Central Asia
150,Bulgaria,1990,MF,15,999,4,44.1,35,38.6,17.8,13.1,8.2,8.7901,6.9641,1.4012,0.4248,6936,BGR,Europe and Central Asia
150,Bulgaria,1995,MF,15,999,3.3,42.1,33.9,39.1,18.7,15.5,9.4,9.0719,7.0854,1.4896,0.4969,6804,BGR,Europe and Central Asia
150,Bulgaria,2000,MF,15,999,1.3,39.6,30.6,43,20.8,16,9.8,9.3762,7.2109,1.6487,0.5166,6741,BGR,Europe and Central Asia
150,Bulgaria,2005,MF,15,999,1.3,34.4,29,48.5,24.4,15.8,9.8,9.7066,7.3535,1.8411,0.5119,6664,BGR,Europe and Central Asia
150,Bulgaria,2010,MF,15,999,1.1,29.6,25.5,53,27.5,16.4,10,9.851,7.1779,2.145,0.528,6478,BGR,Europe and Central Asia
322,Croatia,1950,MF,15,999,26.7,61.2,20.4,10,3.8,2,1.1,4.6475,4.2267,0.3574,0.0633,2822,HRV,Europe and Central Asia
322,Croatia,1955,MF,15,999,25.2,60.1,20.4,12.3,4.7,2.3,1.3,4.8998,4.3927,0.4335,0.0736,2907,HRV,Europe and Central Asia
322,Croatia,1960,MF,15,999,22.8,58.8,20.4,15.5,6,2.9,1.7,5.2794,4.6416,0.546,0.0918,2942,HRV,Europe and Central Asia
322,Croatia,1965,MF,15,999,20.5,58.5,21.5,17.7,6.7,3.2,1.8,5.598,4.8784,0.6183,0.1014,3063,HRV,Europe and Central Asia
322,Croatia,1970,MF,15,999,17.8,56.1,21.7,22.2,8.5,3.9,2.1,6.0889,5.2002,0.7687,0.1201,3221,HRV,Europe and Central Asia
322,Croatia,1975,MF,15,999,15.2,53.4,22.1,26.9,10.6,4.5,2.5,6.6057,5.535,0.9307,0.1401,3348,HRV,Europe and Central Asia
322,Croatia,1980,MF,15,999,12.8,50.4,22.2,31.7,13.5,5.1,2.8,7.1166,5.851,1.1075,0.1582,3453,HRV,Europe and Central Asia
322,Croatia,1985,MF,15,999,10.6,47.7,22.2,36.1,16,5.6,3.3,7.5822,6.1354,1.2681,0.1787,3532,HRV,Europe and Central Asia
322,Croatia,1990,MF,15,999,8.9,45.1,22.1,40.6,18.8,5.4,3.2,7.7919,6.0969,1.5237,0.1713,3592,HRV,Europe and Central Asia
322,Croatia,1995,MF,15,999,6.8,42.5,21.8,45.2,21.6,5.5,3.3,8.0673,6.0743,1.8175,0.1755,3799,HRV,Europe and Central Asia
322,Croatia,2000,MF,15,999,5.3,39.6,21,49.2,23.8,5.9,3.5,8.2905,5.9921,2.1115,0.1868,3738,HRV,Europe and Central Asia
322,Croatia,2005,MF,15,999,4.1,36.2,20,52.6,26.5,7.1,4.2,8.7125,6.1664,2.3207,0.2254,3843,HRV,Europe and Central Asia
322,Croatia,2010,MF,15,999,3.1,33.2,18.9,54.9,28.4,8.8,5.3,8.9916,6.0629,2.6465,0.2821,3876,HRV,Europe and Central Asia
151,Czech Republic,1950,MF,15,999,0.8,81.9,50.7,15.6,7.3,1.7,0.9,8.0993,7.5232,0.5244,0.0517,6778,CZE,Europe and Central Asia
151,Czech Republic,1955,MF,15,999,0.7,80.1,49.9,17.2,7.9,2,1.1,8.2194,7.5766,0.5814,0.0614,6837,CZE,Europe and Central Asia
151,Czech Republic,1960,MF,15,999,0.6,78.2,49.2,19.2,8.7,1.9,1.1,8.3337,7.6377,0.6359,0.06,7065,CZE,Europe and Central Asia
151,Czech Republic,1965,MF,15,999,0.9,67.3,44.9,28.8,15.6,3,1.6,9.0163,7.9134,1.0101,0.0928,7420,CZE,Europe and Central Asia
151,Czech Republic,1970,MF,15,999,0.5,57.6,40,38.6,23.1,3.3,1.7,9.631,8.1635,1.3671,0.1003,7723,CZE,Europe and Central Asia
151,Czech Republic,1975,MF,15,999,0.4,51.8,36.7,43,27.8,4.7,2.5,10.0238,8.2776,1.6032,0.1431,7769,CZE,Europe and Central Asia
151,Czech Republic,1980,MF,15,999,0.4,47.7,34.6,46.7,31.4,5.1,2.7,10.2863,8.3634,1.7665,0.1565,7871,CZE,Europe and Central Asia
151,Czech Republic,1985,MF,15,999,1.7,44.5,32.6,44.4,31,9.3,4.9,10.469,8.303,1.8814,0.2846,7879,CZE,Europe and Central Asia
151,Czech Republic,1990,MF,15,999,1.9,39,28.7,47.4,33.7,11.7,6,10.8097,8.3658,2.0907,0.3532,8097,CZE,Europe and Central Asia
151,Czech Republic,1995,MF,15,999,0.9,28.4,21.4,60.6,44.7,10.1,5,11.4146,8.6047,2.5086,0.3013,8409,CZE,Europe and Central Asia
151,Czech Republic,2000,MF,15,999,0.5,21.1,16.1,68.1,52.7,10.3,5.1,11.7838,8.6491,2.8275,0.3072,8580,CZE,Europe and Central Asia
151,Czech Republic,2005,MF,15,999,0,1.1,0.9,88,69.8,10.9,5.4,12.7488,8.8338,3.5896,0.3255,8723,CZE,Europe and Central Asia
151,Czech Republic,2010,MF,15,999,0.1,13.7,10.7,75.5,61.4,10.6,5.2,12.1298,8.4348,3.3773,0.3177,8797,CZE,Europe and Central Asia
323,Estonia,1950,MF,15,999,9.7,72.4,71.6,14.3,8.4,3.5,2,6.3972,5.3935,0.8932,0.1105,819,EST,Europe and Central Asia
323,Estonia,1955,MF,15,999,8.6,70.9,69.8,16.2,8.8,4.3,2.5,6.5965,5.4506,1.0094,0.1365,885,EST,Europe and Central Asia
323,Estonia,1960,MF,15,999,7.1,67.4,66.2,19.7,10.7,5.7,3.3,6.9712,5.5349,1.2553,0.181,938,EST,Europe and Central Asia
323,Estonia,1965,MF,15,999,6,64.7,63.4,22.4,11.9,6.8,3.9,7.2487,5.5969,1.4371,0.2148,995,EST,Europe and Central Asia
323,Estonia,1970,MF,15,999,4.9,61.2,59.7,25.8,13.9,8.1,4.6,7.5931,5.6607,1.6771,0.2553,1062,EST,Europe and Central Asia
323,Estonia,1975,MF,15,999,3.8,55.8,54.3,30.9,16.9,9.4,5.2,8.0152,5.7226,1.9997,0.2929,1120,EST,Europe and Central Asia
323,Estonia,1980,MF,15,999,3.2,48.4,46.4,37.7,21.8,10.7,5.9,8.5093,5.7469,2.4289,0.3334,1153,EST,Europe and Central Asia
323,Estonia,1985,MF,15,999,2.6,43.9,41.8,41.8,25.2,11.7,6.9,8.8714,5.7839,2.7158,0.3717,1189,EST,Europe and Central Asia
323,Estonia,1990,MF,15,999,1.9,39.2,36.8,47.2,29.8,11.7,6.9,9.1997,5.8161,3.0119,0.3717,1230,EST,Europe and Central Asia
323,Estonia,1995,MF,15,999,0.9,24.3,22.8,56.3,36.4,18.4,10.9,10.376,5.8999,3.8884,0.5877,1151,EST,Europe and Central Asia
