BLcode,country,year,sex,agefrom,ageto,lu,lp,lpc,ls,lsc,lh,lhc,yr_sch,yr_sch_pri,yr_sch_sec,yr_sch_ter,pop,WBcode,region_code
94,Malaysia,1955,MF,25,999,62.4,29.6,8.9,6.5,2.2,1.4,0.6,2.0529,1.6303,0.382,0.0405,2741,MYS,East Asia and the Pacific
94,Malaysia,1960,MF,25,999,58.5,32.7,10.1,7.2,2.4,1.5,0.7,2.267,1.8067,0.417,0.0433,3029,MYS,East Asia and the Pacific
94,Malaysia,1965,MF,25,999,52.9,36.9,12.8,8.8,3.1,1.4,0.6,2.6266,2.1014,0.4845,0.0406,3464,MYS,East Asia and the Pacific
94,Malaysia,1970,MF,25,999,48.2,39.6,14.9,10.7,4.1,1.5,0.7,2.9935,2.3651,0.5851,0.0433,3919,MYS,East Asia and the Pacific
94,Malaysia,1975,MF,25,999,41.1,42.2,18.7,15.2,6.5,1.4,0.7,3.6847,2.8269,0.816,0.0418,4602,MYS,East Asia and the Pacific
94,Malaysia,1980,MF,25,999,34.3,44.4,23,19.9,9.8,1.4,0.5,4.4255,3.3,1.087,0.0385,5426,MYS,East Asia and the Pacific
94,Malaysia,1985,MF,25,999,28.1,40.2,22.4,26.9,13.2,4.6,2,5.5593,3.7691,1.6578,0.1323,6387,MYS,East Asia and the Pacific
94,Malaysia,1990,MF,25,999,22.8,36.8,21.9,33,15.9,7.3,2.8,6.5256,4.1844,2.1392,0.202,7916,MYS,East Asia and the Pacific
94,Malaysia,1995,MF,25,999,17.5,32,19.9,42,22.1,8.5,3.3,7.5656,4.5891,2.7413,0.2351,9289,MYS,East Asia and the Pacific
94,Malaysia,2000,MF,25,999,15.2,28.3,18,48.2,28.1,8.3,3.1,8.1562,4.7762,3.1507,0.2293,10910,MYS,East Asia and the Pacific
94,Malaysia,2005,MF,25,999,11.5,24.7,15.8,52.7,31.1,11,4.1,8.9389,5.0416,3.5962,0.3011,12541,MYS,East Asia and the Pacific
94,Malaysia,2010,MF,25,999,10.3,20.3,12.9,55.5,33.8,13.9,5,9.5327,5.1602,3.9932,0.3793,14355,MYS,East Asia and the Pacific
316,Mongolia,1950,MF,25,999,87.9,7.5,2.3,3.4,1.5,1.2,0.8,0.6364,0.3796,0.2171,0.0397,299,MNG,East Asia and the Pacific
316,Mongolia,1955,MF,25,999,80.8,11.7,3.8,5.5,2.5,2,1.3,1.029,0.6077,0.3564,0.0649,328,MNG,East Asia and the Pacific
316,Mongolia,1960,MF,25,999,74.7,15.4,5.1,7.3,3.4,2.6,1.7,1.3712,0.8064,0.4784,0.0864,366,MNG,East Asia and the Pacific
316,Mongolia,1965,MF,25,999,63.6,22,7.8,10.6,5.1,3.8,2.4,1.9962,1.172,0.6994,0.1248,411,MNG,East Asia and the Pacific
316,Mongolia,1970,MF,25,999,54.5,24.2,9,15.7,7.8,5.6,3.6,2.7418,1.5163,1.0414,0.1841,466,MNG,East Asia and the Pacific
316,Mongolia,1975,MF,25,999,25.3,35.8,14.4,28.7,15.3,10.1,6.3,4.8178,2.5584,1.931,0.3284,535,MNG,East Asia and the Pacific
316,Mongolia,1980,MF,25,999,17.1,34,14.6,37.2,20.3,11.7,7.2,5.7288,2.9267,2.4245,0.3776,622,MNG,East Asia and the Pacific
316,Mongolia,1985,MF,25,999,9.5,31.7,14.5,46.1,25.6,12.7,8.2,6.6081,3.2762,2.9141,0.4177,725,MNG,East Asia and the Pacific
316,Mongolia,1990,MF,25,999,2.5,25.7,12.4,58.6,33,13.2,8.5,7.6083,3.6342,3.5402,0.4338,835,MNG,East Asia and the Pacific
316,Mongolia,1995,MF,25,999,4.6,20.7,10.6,62.8,36.6,12,7.7,7.7319,3.4206,3.9171,0.3943,960,MNG,East Asia and the Pacific
316,Mongolia,2000,MF,25,999,5.5,14.3,7.6,68,41.1,12.2,7.9,8.1174,3.2916,4.4239,0.4019,1090,MNG,East Asia and the Pacific
316,Mongolia,2005,MF,25,999,4.4,13.1,7.4,71.2,41.8,11.2,7.2,8.2334,3.2204,4.6465,0.3665,1253,MNG,East Asia and the Pacific
316,Mongolia,2010,MF,25,999,3.4,14.2,8.2,69.9,39.6,12.5,8,8.3104,3.1526,4.7475,0.4103,1441,MNG,East Asia and the Pacific
82,Myanmar,1950,MF,25,999,80.3,12.9,3.9,6.5,1.5,0.4,0.2,0.9315,0.6085,0.3107,0.0123,7884,MMR,East Asia and the Pacific
82,Myanmar,1955,MF,25,999,76.4,13.7,4,9.5,2.5,0.4,0.3,1.2184,0.7504,0.4549,0.0132,8505,MMR,East Asia and the Pacific
82,Myanmar,1960,MF,25,999,79.7,14.1,4.1,5.9,1.1,0.3,0.2,0.9035,0.6137,0.2784,0.0114,9135,MMR,East Asia and the Pacific
82,Myanmar,1965,MF,25,999,79.1,14.3,4.3,6.3,1.2,0.3,0.2,0.9411,0.6365,0.2939,0.0106,9822,MMR,East Asia and the Pacific
82,Myanmar,1970,MF,25,999,78.3,13.9,4.3,7.5,1.6,0.3,0.2,1.0353,0.6758,0.3501,0.0094,10775,MMR,East Asia and the Pacific
82,Myanmar,1975,MF,25,999,78.3,12.4,3.8,9.1,2.1,0.2,0.1,1.1201,0.6957,0.418,0.0065,12044,MMR,East Asia and the Pacific
82,Myanmar,1980,MF,25,999,67.1,20,6,12,3.1,0.8,0.5,1.6542,1.0356,0.5917,0.0269,13591,MMR,East Asia and the Pacific
82,Myanmar,1985,MF,25,999,55.8,27.7,8.5,14.5,4.1,2,1.3,2.2312,1.3833,0.7822,0.0657,15354,MMR,East Asia and the Pacific
82,Myanmar,1990,MF,25,999,43.4,45,14,7.5,2.3,4.2,2.7,2.3797,1.6453,0.597,0.1374,17314,MMR,East Asia and the Pacific
82,Myanmar,1995,MF,25,999,37.3,49.5,15.8,8.9,2.9,4.4,2.8,2.6582,1.8361,0.6774,0.1447,19681,MMR,East Asia and the Pacific
82,Myanmar,2000,MF,25,999,31.1,54.3,18.3,10,3.5,4.5,2.9,3.0244,2.1316,0.7435,0.1493,22572,MMR,East Asia and the Pacific
82,Myanmar,2005,MF,25,999,25.1,59.2,21.4,10.6,3.9,5,3.2,3.4042,2.432,0.807,0.1653,25691,MMR,East Asia and the Pacific
82,Myanmar,2010,MF,25,999,19.7,62.4,24.4,11.3,4.4,6.5,4.2,3.8834,2.7369,0.9328,0.2137,28769,MMR,East Asia and the Pacific
134,Papua New Guinea,1950,MF,25,999,94.4,5.2,0.2,0.4,0.2,0,0,0.2042,0.1859,0.0184,0,746,PNG,East Asia and the Pacific
134,Papua New Guinea,1955,MF,25,999,92.9,6.5,0.2,0.6,0.3,0,0,0.2711,0.2404,0.0307,0,760,PNG,East Asia and the Pacific
134,Papua New Guinea,1960,MF,25,999,91.6,7.6,0.3,0.9,0.3,0,0,0.3288,0.2874,0.0415,0,797,PNG,East Asia and the Pacific
134,Papua New Guinea,1965,MF,25,999,88.4,10,0.4,1.6,0.6,0.1,0,0.4878,0.4072,0.0786,0.002,807,PNG,East Asia and the Pacific
134,Papua New Guinea,1970,MF,25,999,83.9,11.7,0.5,2.1,0.9,2.3,1.4,0.9381,0.6285,0.2363,0.0733,935,PNG,East Asia and the Pacific
134,Papua New Guinea,1975,MF,25,999,82.6,13,2.7,4.2,1.8,0.2,0.1,0.9578,0.735,0.2167,0.0062,1035,PNG,East Asia and the Pacific
134,Papua New Guinea,1980,MF,25,999,80.7,12.9,4.9,6.1,2.7,0.3,0.1,1.2465,0.9196,0.3182,0.0087,1177,PNG,East Asia and the Pacific
134,Papua New Guinea,1985,MF,25,999,73.2,17.4,6.9,8.8,4.1,0.5,0.3,1.776,1.2914,0.4668,0.0177,1342,PNG,East Asia and the Pacific
134,Papua New Guinea,1990,MF,25,999,66.2,22.2,11.5,11,5.3,0.7,0.4,2.3213,1.7125,0.5873,0.0214,1541,PNG,East Asia and the Pacific
134,Papua New Guinea,1995,MF,25,999,59.1,26.8,17.2,13.3,6.6,0.8,0.5,2.9074,2.1673,0.7141,0.026,1786,PNG,East Asia and the Pacific
134,Papua New Guinea,2000,MF,25,999,52.5,35,25.5,11,5.6,1.4,0.8,3.2491,2.5655,0.6391,0.0445,2070,PNG,East Asia and the Pacific
134,Papua New Guinea,2005,MF,25,999,46.9,41.9,32.6,9.6,5,1.6,0.9,3.5438,2.9104,0.5831,0.0503,2360,PNG,East Asia and the Pacific
134,Papua New Guinea,2010,MF,25,999,40.9,48.6,40.8,8.9,4.7,1.6,0.8,3.9055,3.3123,0.5451,0.0481,2710,PNG,East Asia and the Pacific
98,Philippines,1950,MF,25,999,55.5,34,7.6,7.8,4.8,2.7,1.9,2.3298,1.877,0.3599,0.093,7697,PHL,East Asia and the Pacific
98,Philippines,1955,MF,25,999,36.3,49.6,11.8,8.6,5.3,5.5,3.9,3.375,2.6889,0.4972,0.1889,8466,PHL,East Asia and the Pacific
98,Philippines,1960,MF,25,999,33.5,49.7,12.6,10.6,6.5,6.2,4.5,3.6788,2.8766,0.589,0.2131,9628,PHL,East Asia and the Pacific
98,Philippines,1965,MF,25,999,26.7,53.3,15.4,12.5,7.6,7.5,5.4,4.2248,3.2635,0.7027,0.2585,11079,PHL,East Asia and the Pacific
98,Philippines,1970,MF,25,999,19.8,56.3,18.1,14.2,8.5,9.6,7,4.8293,3.66,0.838,0.3313,12791,PHL,East Asia and the Pacific
98,Philippines,1975,MF,25,999,14.1,57.6,21.7,16.4,9.6,11.9,7.5,5.462,4.077,0.9965,0.3885,14792,PHL,East Asia and the Pacific
98,Philippines,1980,MF,25,999,11.7,54.1,22.8,18.9,10.8,15.2,9.8,6.055,4.353,1.2014,0.5006,17443,PHL,East Asia and the Pacific
98,Philippines,1985,MF,25,999,8.4,49.5,22.5,24,13.3,17.9,12.4,6.7458,4.6773,1.4633,0.6052,20285,PHL,East Asia and the Pacific
98,Philippines,1990,MF,25,999,6.7,46.9,22.6,27.2,14.7,18.7,13.5,7.0714,4.8394,1.587,0.645,23629,PHL,East Asia and the Pacific
98,Philippines,1995,MF,25,999,6.1,42.5,21.7,29.2,16,21.9,16.5,7.5339,4.9897,1.7777,0.7665,27480,PHL,East Asia and the Pacific
98,Philippines,2000,MF,25,999,6.1,38.5,20.6,29.7,17.2,25.7,19.8,7.9727,5.0978,1.9646,0.9102,31913,PHL,East Asia and the Pacific
98,Philippines,2005,MF,25,999,5.6,34.7,19.5,31.7,18.1,28,21.5,8.3158,5.2092,2.1174,0.9892,37032,PHL,East Asia and the Pacific
98,Philippines,2010,MF,25,999,4.8,30.4,18,35.2,19.8,29.6,22.4,8.6621,5.3388,2.2834,1.0399,42640,PHL,East Asia and the Pacific
92,Republic of Korea,1950,MF,25,999,33.9,59.3,48.8,5.5,3,1.2,0.8,4.0142,3.6464,0.328,0.0398,7495,KOR,East Asia and the Pacific
92,Republic of Korea,1955,MF,25,999,29.7,62.1,52.5,6.8,3.7,1.5,1,4.3911,3.9364,0.4041,0.0506,8584,KOR,East Asia and the Pacific
92,Republic of Korea,1960,MF,25,999,56.9,29.6,26.2,10.9,5.8,2.6,1.9,3.2306,2.484,0.657,0.0896,9818,KOR,East Asia and the Pacific
92,Republic of Korea,1965,MF,25,999,43.6,35.2,33.5,17.5,7.6,3.6,2.7,4.4199,3.327,0.9675,0.1253,11282,KOR,East Asia and the Pacific
92,Republic of Korea,1970,MF,25,999,34.3,38.1,36.5,21.8,9.9,5.7,4.3,5.3808,3.888,1.293,0.1998,12809,KOR,East Asia and the Pacific
92,Republic of Korea,1975,MF,25,999,25.2,39.2,37.4,28.7,13,6.9,5.3,6.344,4.4339,1.6663,0.2438,14462,KOR,East Asia and the Pacific
92,Republic of Korea,1980,MF,25,999,19.7,34.5,33,36.9,18.7,8.9,6.6,7.2859,4.7742,2.202,0.3097,16401,KOR,East Asia and the Pacific
92,Republic of Korea,1985,MF,25,999,15.4,27.6,26.5,45.3,24.4,11.7,8.2,8.2345,5.0434,2.7932,0.398,19973,KOR,East Asia and the Pacific
92,Republic of Korea,1990,MF,25,999,14.2,24.3,23.4,41.9,25.1,19.6,12.7,8.948,5.1191,3.1841,0.6448,23040,KOR,East Asia and the Pacific
92,Republic of Korea,1995,MF,25,999,8.7,18.2,17.3,51.9,36.2,21.1,12.6,10.0283,5.445,3.909,0.6743,26171,KOR,East Asia and the Pacific
92,Republic of Korea,2000,MF,25,999,7.5,14.8,14.2,50.9,36,26.8,14.8,10.5809,5.5336,4.2158,0.8315,29373,KOR,East Asia and the Pacific
92,Republic of Korea,2005,MF,25,999,5.6,12.7,12.3,49.7,37.1,32,16.3,11.1393,5.6503,4.5239,0.9652,31973,KOR,East Asia and the Pacific
92,Republic of Korea,2010,MF,25,999,4.1,10.5,10.2,48.3,37.8,37.1,17.3,11.6435,5.7442,4.8105,1.0888,34250,KOR,East Asia and the Pacific
100,Singapore,1950,MF,25,999,67.7,19.8,6.3,11.5,3.2,1,0.6,2.1436,1.5299,0.5822,0.0316,426,SGP,East Asia and the Pacific
100,Singapore,1955,MF,25,999,62.8,22.7,7.4,13.3,3.9,1.2,0.8,2.4952,1.7733,0.6822,0.0397,528,SGP,East Asia and the Pacific
100,Singapore,1960,MF,25,999,58.5,25.2,8.4,14.9,4.6,1.4,0.9,2.8056,1.9875,0.7715,0.0466,644,SGP,East Asia and the Pacific
100,Singapore,1965,MF,25,999,52.4,27.6,9.7,18.2,5.8,1.8,1.1,3.3262,2.3167,0.9514,0.0581,729,SGP,East Asia and the Pacific
100,Singapore,1970,MF,25,999,47.6,29.6,10.9,20.9,6.9,2,1.3,3.7487,2.589,1.0942,0.0655,820,SGP,East Asia and the Pacific
100,Singapore,1975,MF,25,999,45.8,31.5,12.5,20.1,6.9,2.6,1.6,3.8615,2.6817,1.0967,0.0831,980,SGP,East Asia and the Pacific
100,Singapore,1980,MF,25,999,43.7,38.3,16.5,14.6,5,3.4,2.1,3.7206,2.723,0.888,0.1096,1179,SGP,East Asia and the Pacific
100,Singapore,1985,MF,25,999,26.1,46.9,21.4,23.8,7.7,3.2,2.1,5.0751,3.6713,1.2987,0.1052,1499,SGP,East Asia and the Pacific
100,Singapore,1990,MF,25,999,13.9,56.3,27.3,26.7,5.9,3,2,5.761,4.293,1.3677,0.1003,1805,SGP,East Asia and the Pacific
100,Singapore,1995,MF,25,999,11.5,46.6,23.5,35.6,9.1,6.3,4.1,6.8089,4.6163,1.9836,0.209,2203,SGP,East Asia and the Pacific
100,Singapore,2000,MF,25,999,10.6,40,20.7,37.4,10.4,11.9,7.8,7.6007,4.7838,2.4222,0.3947,2641,SGP,East Asia and the Pacific
100,Singapore,2005,MF,25,999,10.1,37.1,19.7,35.2,11.1,17.6,11.5,8.1475,4.8755,2.6887,0.5833,2930,SGP,East Asia and the Pacific
100,Singapore,2010,MF,25,999,8.4,30.7,16.7,42.2,15.8,18.8,12.3,8.8267,5.0767,3.1293,0.6208,3216,SGP,East Asia and the Pacific
103,Taiwan,1950,MF,25,999,46.6,33.5,27.7,15.8,7.9,4.1,2.6,4.1208,3.0291,0.958,0.1336,2987,TWN,East Asia and the Pacific
103,Taiwan,1955,MF,25,999,42.7,35.8,29.7,17.2,8.4,4.3,2.5,4.4106,3.2518,1.0234,0.1354,3445,TWN,East Asia and the Pacific
103,Taiwan,1960,MF,25,999,39.1,39.5,32.7,17.2,8.2,4.2,2.4,4.5966,3.4515,1.0147,0.1304,4189,TWN,East Asia and the Pacific
103,Taiwan,1965,MF,25,999,36,42.3,34.6,17.5,8.4,4.3,2.4,4.7865,3.6144,1.037,0.135,4993,TWN,East Asia and the Pacific
103,Taiwan,1970,MF,25,999,33.5,43.5,36,18.3,9.2,4.7,2.6,5.0217,3.7665,1.1084,0.1468,5901,TWN,East Asia and the Pacific
103,Taiwan,1975,MF,25,999,29.6,44.7,37.5,20,10.8,5.7,3.1,5.4517,4.009,1.266,0.1767,6775,TWN,East Asia and the Pacific
103,Taiwan,1980,MF,25,999,23,44.3,38,23.3,13.3,9.3,4.7,6.3606,4.425,1.656,0.2796,8174,TWN,East Asia and the Pacific
103,Taiwan,1985,MF,25,999,17.3,40.6,33.5,31,17.1,11.2,5.5,7.2038,4.7556,2.1152,0.333,9686,TWN,East Asia and the Pacific
103,Taiwan,1990,MF,25,999,12.6,35.7,28.7,38.5,21.6,13.3,6,8.0269,5.0394,2.6022,0.3853,11178,TWN,East Asia and the Pacific
103,Taiwan,1995,MF,25,999,9,30.4,23,43.9,25.1,16.8,6.9,8.7932,5.2442,3.0759,0.473,12492,TWN,East Asia and the Pacific
103,Taiwan,2000,MF,25,999,6.1,25.4,19.8,47.2,27.5,21.3,8,9.5672,5.4631,3.5186,0.5855,13697,TWN,East Asia and the Pacific
103,Taiwan,2005,MF,25,999,3.9,20.4,17.7,45.8,29.5,30,10.2,10.5494,5.6879,4.0571,0.8045,15056,TWN,East Asia and the Pacific
103,Taiwan,2010,MF,25,999,2.8,16.1,11.9,46.2,30.9,35,10.6,11.0295,5.7068,4.4107,0.912,15886,TWN,East Asia and the Pacific
104,Thailand,1950,MF,25,999,65.8,30,19,3.9,1.1,0.4,0.3,2.1852,2.0145,0.1575,0.0132,7407,THA,East Asia and the Pacific
104,Thailand,1955,MF,25,999,56.3,38.8,25.9,4.4,1.2,0.5,0.3,2.8117,2.6117,0.1831,0.0169,8543,THA,East Asia and the Pacific
104,Thailand,1960,MF,25,999,48.1,46.4,33.9,4.9,1.3,0.6,0.4,3.4183,3.1955,0.2037,0.0191,9912,THA,East Asia and the Pacific
104,Thailand,1965,MF,25,999,40.9,53.6,16.9,4.7,1.3,0.9,0.6,3.0965,2.8561,0.2112,0.0291,11521,THA,East Asia and the Pacific
104,Thailand,1970,MF,25,999,34.1,60.4,8.4,4.4,1.3,1.1,0.8,3.0447,2.7935,0.2127,0.0385,13161,THA,East Asia and the Pacific
104,Thailand,1975,MF,25,999,26.3,66.2,4.3,5.8,1.8,1.8,1.5,3.3586,2.9962,0.298,0.0644,15224,THA,East Asia and the Pacific
104,Thailand,1980,MF,25,999,20.5,69.7,2.4,6.8,2.3,2.9,2.9,3.7126,3.2025,0.395,0.1151,18065,THA,East Asia and the Pacific
104,Thailand,1985,MF,25,999,16.7,70.8,3.8,8.8,3.3,3.6,3.6,4.1424,3.4862,0.5121,0.1441,21439,THA,East Asia and the Pacific
104,Thailand,1990,MF,25,999,14.4,70.7,6.7,9.9,4.2,4.9,4.7,4.5723,3.7508,0.6283,0.1931,25451,THA,East Asia and the Pacific
104,Thailand,1995,MF,25,999,13.6,69.6,12.9,11.6,5.3,5.3,5,4.9913,4.0668,0.7184,0.2061,30362,THA,East Asia and the Pacific
104,Thailand,2000,MF,25,999,14.3,65.9,17.7,14.4,6.9,5.3,5.1,5.3709,4.3079,0.8545,0.2085,34701,THA,East Asia and the Pacific
104,Thailand,2005,MF,25,999,13.6,62.9,24.2,17,7.9,6.4,6.2,5.8809,4.5974,1.0302,0.2533,38044,THA,East Asia and the Pacific
104,Thailand,2010,MF,25,999,12.6,57.9,27.3,20.4,10,9.1,8.9,6.5583,4.8592,1.339,0.3601,41307,THA,East Asia and the Pacific
136,Tonga,1950,MF,25,999,12.3,47.4,14.9,38.3,4,2.1,1.4,6.0933,4.2895,1.7354,0.0684,14,TON,East Asia and the Pacific
136,Tonga,1955,MF,25,999,12,46.2,14.9,39.7,4.3,2.1,1.4,6.2143,4.3429,1.8012,0.0702,17,TON,East Asia and the Pacific
136,Tonga,1960,MF,25,999,11.9,45.7,15.2,40.2,4.4,2.2,1.4,6.2684,4.3711,1.8263,0.071,22,TON,East Asia and the Pacific
136,Tonga,1965,MF,25,999,11.7,45.1,16,41.1,4.5,2.2,1.4,6.3654,4.4279,1.8653,0.0722,25,TON,East Asia and the Pacific
136,Tonga,1970,MF,25,999,11.6,44.8,16.8,41.3,4.7,2.2,1.4,6.4154,4.4616,1.8814,0.0724,32,TON,East Asia and the Pacific
136,Tonga,1975,MF,25,999,11.5,44.5,17.8,41.7,4.8,2.2,1.4,6.4745,4.5039,1.8981,0.0726,30,TON,East Asia and the Pacific
136,Tonga,1980,MF,25,999,10.5,39.3,16.8,47.6,6.2,2.6,1.6,6.9614,4.6937,2.1835,0.0842,33,TON,East Asia and the Pacific
136,Tonga,1985,MF,25,999,9.8,35.3,15.9,52.1,7.2,2.9,1.9,7.3268,4.8314,2.4006,0.0949,34,TON,East Asia and the Pacific
136,Tonga,1990,MF,25,999,6,31.5,15.1,57.5,8.7,5,3.2,8.0861,5.1467,2.7744,0.1649,35,TON,East Asia and the Pacific
136,Tonga,1995,MF,25,999,1.3,25.6,12.9,65.4,10.6,7.8,5,8.9744,5.5415,3.1772,0.2557,38,TON,East Asia and the Pacific
136,Tonga,2000,MF,25,999,1.4,26.9,14,62.6,10.6,9.1,5.8,8.9101,5.526,3.0855,0.2985,42,TON,East Asia and the Pacific
136,Tonga,2005,MF,25,999,1.4,29,15.9,57.5,11.2,12.1,7.8,9.0455,5.5216,3.1268,0.3971,45,TON,East Asia and the Pacific
136,Tonga,2010,MF,25,999,1.1,24.9,14.2,61.7,12.5,12.3,7.9,9.3601,5.6124,3.3434,0.4043,47,TON,East Asia and the Pacific
320,Viet Nam,1950,MF,25,999,51.6,40.2,12.5,7.8,3.1,0.3,0.2,2.089,1.7274,0.3501,0.0115,13501,VNM,East Asia and the Pacific
320,Viet Nam,1955,MF,25,999,51.4,40.1,12.7,8.1,3.2,0.4,0.2,2.1209,1.7454,0.3635,0.012,14352,VNM,East Asia and the Pacific
320,Viet Nam,1960,MF,25,999,51.2,40,13,8.4,3.4,0.4,0.2,2.152,1.7641,0.3755,0.0124,15439,VNM,East Asia and the Pacific
320,Viet Nam,1965,MF,25,999,44.9,42.5,14.6,12,4.8,0.6,0.4,2.6164,2.0578,0.5383,0.0203,16267,VNM,East Asia and the Pacific
320,Viet Nam,1970,MF,25,999,39.4,44.8,16.2,15,6,0.8,0.5,3.026,2.3178,0.6811,0.0271,17043,VNM,East Asia and the Pacific
320,Viet Nam,1975,MF,25,999,34.1,43.9,17.1,21,8.6,1,0.6,3.6079,2.6252,0.9497,0.033,18071,VNM,East Asia and the Pacific
320,Viet Nam,1980,MF,25,999,28.4,42.8,18,27.7,12.2,1.2,0.7,4.2718,2.9639,1.2691,0.0388,19937,VNM,East Asia and the Pacific
320,Viet Nam,1985,MF,25,999,21.8,52.5,23.7,23.9,11,1.8,1.2,4.3986,3.1875,1.1524,0.0587,22984,VNM,East Asia and the Pacific
320,Viet Nam,1990,MF,25,999,16.6,70,33.7,10.7,5.2,2.6,1.7,3.9815,3.2602,0.6342,0.0872,26950,VNM,East Asia and the Pacific
320,Viet Nam,1995,MF,25,999,13.6,71.9,36.5,12.2,6.1,2.3,1.5,4.2053,3.4376,0.6907,0.077,31431,VNM,East Asia and the Pacific
320,Viet Nam,2000,MF,25,999,10.6,72.5,38.4,14.5,7.3,2.4,1.5,4.4922,3.6162,0.7978,0.0782,36429,VNM,East Asia and the Pacific
320,Viet Nam,2005,MF,25,999,7.9,71.3,39.4,17.7,9.2,3.1,2,4.9445,3.8086,1.0328,0.1031,41908,VNM,East Asia and the Pacific
320,Viet Nam,2010,MF,25,999,5.8,68,38.8,21.8,11.6,4.5,2.9,5.4879,3.9833,1.3573,0.1473,47878,VNM,East Asia and the Pacific
156,Albania,1950,MF,25,999,65.4,9.8,5.1,24.2,1.4,0.7,0.4,2.9537,2.2599,0.6721,0.0216,512,ALB,Europe and Central Asia
156,Albania,1955,MF,25,999,60.9,15.4,8.3,22.7,3,1,0.7,3.2156,2.4898,0.6931,0.0328,574,ALB,Europe and Central Asia
156,Albania,1960,MF,25,999,35.6,28.3,15.7,34.2,6.8,1.8,1.2,5.2435,4.0647,1.1179,0.061,650,ALB,Europe and Central Asia
156,Albania,1965,MF,25,999,32.9,30.7,18.9,33.9,8.3,2.5,1.6,5.5405,4.2817,1.1774,0.0814,747,ALB,Europe and Central Asia
156,Albania,1970,MF,25,999,32.1,32.1,21.3,32.9,9.2,2.9,1.9,5.6693,4.3758,1.1975,0.0961,854,ALB,Europe and Central Asia
156,Albania,1975,MF,25,999,29.2,30.2,21.4,36.7,11.6,3.9,2.4,6.1775,4.646,1.4041,0.1274,964,ALB,Europe and Central Asia
156,Albania,1980,MF,25,999,25.1,28.3,21.1,41.6,14.5,5,3.1,6.8012,4.9906,1.6499,0.1607,1142,ALB,Europe and Central Asia
156,Albania,1985,MF,25,999,19.7,24.9,18.8,49.9,18.9,5.5,3.6,7.582,5.4048,1.9953,0.182,1330,ALB,Europe and Central Asia
156,Albania,1990,MF,25,999,13.5,21.8,16.5,58.6,23.5,6.1,4,8.5015,6.036,2.2648,0.2007,1571,ALB,Europe and Central Asia
156,Albania,1995,MF,25,999,7.6,20.5,15.3,65.1,26.9,6.7,4.4,9.266,6.572,2.4711,0.2229,1608,ALB,Europe and Central Asia
156,Albania,2000,MF,25,999,1.5,22.7,15.7,68.3,29.6,7.4,4.9,9.8659,7.0274,2.5928,0.2457,1622,ALB,Europe and Central Asia
156,Albania,2005,MF,25,999,0.9,16.9,12.4,74.9,30.8,7.3,4.8,10.204,7.2491,2.714,0.2409,1704,ALB,Europe and Central Asia
156,Albania,2010,MF,25,999,0.9,13,9.5,78.5,30.7,7.6,4.9,10.3798,7.379,2.7507,0.2501,1832,ALB,Europe and Central Asia
308,Armenia,1950,MF,25,999,4.5,44.8,35.6,41.5,29.3,9.2,6.1,6.9314,3.6364,2.9894,0.3056,593,ARM,Europe and Central Asia
308,Armenia,1955,MF,25,999,4.2,41.6,33.1,44.4,31.4,9.8,6.4,7.1893,3.6628,3.2006,0.3259,711,ARM,Europe and Central Asia
308,Armenia,1960,MF,25,999,3.9,38.9,31,46.8,33,10.4,6.7,7.3959,3.6839,3.37,0.342,832,ARM,Europe and Central Asia
308,Armenia,1965,MF,25,999,3.2,32.8,26.7,51.8,37.5,12.2,7.9,7.9551,3.7515,3.8022,0.4014,1000,ARM,Europe and Central Asia
308,Armenia,1970,MF,25,999,2.8,29.6,24.4,54.4,39.8,13.2,8.4,8.2442,3.7844,4.0285,0.4313,1101,ARM,Europe and Central Asia
308,Armenia,1975,MF,25,999,2.3,24.9,20.9,57.6,43.5,15.1,9.5,8.6921,3.8262,4.3746,0.4913,1245,ARM,Europe and Central Asia
308,Armenia,1980,MF,25,999,1.9,20.2,17.2,60.8,47.5,17.1,10.6,9.1508,3.8655,4.7311,0.5542,1440,ARM,Europe and Central Asia
308,Armenia,1985,MF,25,999,1.4,15.7,13.6,64.8,52.5,18.1,11.7,9.5768,3.9006,5.0794,0.5967,1684,ARM,Europe and Central Asia
308,Armenia,1990,MF,25,999,1.1,12.3,10.8,67.7,56.4,18.9,12.3,10.0721,4.617,4.8317,0.6234,1907,ARM,Europe and Central Asia
308,Armenia,1995,MF,25,999,0.9,10.5,9.3,69.1,58.3,19.5,12.8,10.4287,5.0198,4.7644,0.6445,1797,ARM,Europe and Central Asia
308,Armenia,2000,MF,25,999,0.7,8.2,6.8,70.7,61.2,20.4,13.4,10.7978,5.3694,4.7534,0.6751,1745,ARM,Europe and Central Asia
308,Armenia,2005,MF,25,999,0.6,6.7,6,73,62.9,19.8,12.9,10.7926,5.392,4.7477,0.653,1786,ARM,Europe and Central Asia
308,Armenia,2010,MF,25,999,0.4,5.2,4.7,74.6,64.6,19.8,12.8,10.7911,5.1327,5.0071,0.6512,1879,ARM,Europe and Central Asia
150,Bulgaria,1950,MF,25,999,21.2,69.6,17.4,6.4,2.5,2.8,2.1,4.5261,4.2123,0.2165,0.0974,3937,BGR,Europe and Central Asia
150,Bulgaria,1955,MF,25,999,17.6,71.5,21.6,7.7,3.1,3.2,2.4,4.9657,4.596,0.2575,0.1123,4266,BGR,Europe and Central Asia
